mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
20A76CAEXPvAibaEXe/kKctW1IjPXmlyuIT7pQ4+,8.0,8.4,8.4,7.8,6.2,8.3,8.0,6.2,7.4,6.7
20ABBDADXPvAibaEXe+bnYbevupsw/JDprUELyt7,6.8,6.3,6.7,7.4,7.6,5.6,8.0,6.3,5.8,6.1
20B58E2BXPvAibaEXe/pmLsWv14ojCr/XGzatCTI,6.4,6.7,6.3,7.5,5.2,6.6,8.4,5.0,5.8,5.8
20D398EAXPvAibaEXe+jsqLrdntKXs/UKpcQHPZR,9.2,9.0,9.3,9.3,9.9,9.1,10.0,10.0,9.2,8.8
20DAD6C3XPvAibaEXe/0VyaRB0LQpBMiN0noUGib,9.5,9.0,7.3,7.8,8.7,8.1,6.9,6.8,9.0,8.8
20E11918XPvAibaEXe+M8kZrNqSN43w9DXALcDYJ,10.0,10.0,7.5,8.9,8.0,9.7,9.6,9.0,9.5,8.5
20E5F3B7XPvAibaEXe+bnYbevupsw53hO1Wx1Asv,8.6,8.9,9.5,8.5,8.5,7.3,9.6,9.5,8.6,9.7
20EC54C4XPvAibaEXe8SRnjkoZQJQjhZ40tOzHWk,7.3,5.5,4.9,6.6,7.3,2.8,5.1,7.2,5.5,6.0
20FD7384XPvAibaEXe+hgaeObL7HTiGJ+uOFMpom,5.5,1.8,5.3,4.3,4.7,8.6,8.4,5.3,9.2,0.2
21160272XPvAibaEXe8s/QohNs6kgNONCEo6Dcxz,8.1,7.4,7.3,6.5,6.1,6.0,5.8,6.6,6.3,6.5
21379F8EXPvAibaEXe8KQ+dBN9lreb6n9ad/WrXM,7.5,9.6,9.5,9.3,8.6,9.1,9.3,8.6,9.3,8.5
21432CE6XPvAibaEXe8+xHMLxEu2J6ndKVqT0C00,9.1,7.9,6.7,6.9,8.0,7.7,7.2,7.0,8.8,7.4
21478CA5XPvAibaEXe87069oyWO+Ia90rjo5SvVw,9.6,5.5,5.0,6.8,8.2,6.2,9.5,7.9,6.9,4.7
2148DB0DXPvAibaEXe/We/j/OFWka6RPZOU9+jbC,3.9,2.8,1.6,2.4,2.3,7.4,0.0,3.8,8.5,3.2
214A9A5BXPvAibaEXe/qQxqlVrMEUvGwLSmngqwL,8.2,6.8,8.3,9.1,9.0,7.7,6.0,6.8,8.6,7.8
215D75E6XPvAibaEXe8CZDRB45S33HlouWcpnjXG,5.8,3.2,4.5,4.5,5.9,3.7,4.6,3.1,4.0,3.8
216B6058XPvAibaEXe8qxKHWIxudAHPrARlDQkkp,4.4,7.2,5.9,6.6,7.6,5.3,5.8,6.0,3.9,6.1
21793917XPvAibaEXe+EAlU+wSWpDTpNqzgZt8ce,8.9,7.9,8.4,7.8,8.3,9.1,9.3,8.1,9.2,8.2
21825938XPvAibaEXe8XLyAGr26H4zxXu5a+Hljk,6.1,1.5,4.3,3.8,1.1,5.9,1.8,6.5,1.9,2.2
21950702XPvAibaEXe9agUz/x4Y2HjFQYmHNq/aC,8.5,8.3,7.9,6.6,7.5,7.6,8.8,8.5,9.0,7.7
2195B6AAXPvAibaEXe/xEER0RmcjnrtstDFvi52C,9.1,6.8,7.3,8.5,8.4,9.0,9.0,8.3,8.2,7.7
219D5416XPvAibaEXe/k16nYNlOi0V8FicRLZdMt,8.8,7.8,9.7,8.9,8.0,9.0,8.4,9.1,9.7,7.1
219F4F61XPvAibaEXe9KztDs5zkBQkMk001dcY9S,8.2,8.4,7.3,7.8,7.8,6.6,8.6,7.0,7.0,5.9
21A2F10AXPvAibaEXe8AK9BJf0PqfOJUjskQTNZv,9.5,8.4,8.6,9.0,7.9,8.2,7.5,8.8,8.0,5.3
21B28C6FXPvAibaEXe8E6yzSPpyFOeSvd0A0yI1u,9.1,8.1,6.8,8.6,8.4,7.9,8.5,8.8,7.3,8.0
21C41C64XPvAibaEXe8CWH5HVeMbzj3kl3A5eMIB,5.8,5.5,6.2,6.8,6.6,6.0,5.0,6.5,6.4,6.8
21E1AA80XPvAibaEXe+c4CmKemuBcmFvm/h8Dyhf,7.4,7.2,7.7,7.8,8.1,8.8,7.9,7.9,5.6,9.2
21E88E8EXPvAibaEXe+1exR/9VxBIzE4VWy1ppy/,7.5,7.5,9.6,8.3,7.8,6.9,7.0,8.4,8.9,8.4
21EBE832XPvAibaEXe8PuXjFLA9nLMKqg/k+jZ3F,9.0,7.8,8.4,8.1,7.3,9.5,9.8,7.3,8.3,7.0
21F0E039XPvAibaEXe+tSA7t7USLJ0lZGuuvZW0X,7.9,6.5,7.8,6.3,8.0,7.1,5.4,8.8,7.2,6.6
21F82710XPvAibaEXe+1exR/9VxBI9LfEtB0cVb8,8.0,5.4,5.8,7.0,6.6,5.0,5.6,6.4,5.1,5.6
21FD932BXPvAibaEXe8Z1ibtCzbf7r/sLIk94y8f,8.7,7.7,8.4,9.0,8.6,6.5,9.4,8.4,8.5,6.5
220B6282XPvAibaEXe+HozZBb+7rZ5kkwLLN9tOG,6.8,3.6,5.2,5.3,5.4,5.1,7.9,6.8,5.6,2.6
221C9A9AXPvAibaEXe+NFoCjcOelGYyVVKy8shNs,8.8,8.5,9.1,7.6,7.6,8.1,8.7,9.3,9.0,8.0
22202B9FXPvAibaEXe9Rxq3EQECnGYGcMkgOfwOv,7.8,7.6,7.4,6.9,2.4,6.6,7.3,6.7,7.4,7.0
2238703AXPvAibaEXe91lOGt4F0zYPq1oZLkkMDj,7.3,5.1,3.0,6.8,5.7,5.4,8.2,1.8,5.6,4.3
2244CF9FXPvAibaEXe/QkTB1xN5MPJ0p9q0V5VOk,9.0,9.2,8.3,8.9,9.1,9.4,9.1,9.0,9.7,8.8
2249BED0XPvAibaEXe+QrwS/gm46TTbQelhYYQIR,6.9,7.6,7.2,6.6,5.6,8.2,7.4,8.1,9.6,6.2
2253D948XPvAibaEXe/t9ok6w7D83dMNOtdtMyoQ,7.2,7.1,7.3,6.9,7.3,7.2,9.0,8.6,6.3,6.4
22739075XPvAibaEXe/8rx8cZm8QsejTOCD7LMdT,8.6,8.2,7.6,8.0,7.5,5.9,9.7,8.5,9.2,6.6
228A15B1XPvAibaEXe+hgaeObL7HTlELdanYqWiR,9.6,8.5,9.4,8.1,8.9,8.9,9.4,8.2,9.1,9.8
2299CFF3XPvAibaEXe+n07P56kWx2GlYY2Fq2Hym,8.3,9.6,6.9,9.2,7.6,6.6,9.5,8.6,6.8,7.3
229C8560XPvAibaEXe/EiyqMUCp4HeA6kU9/mDYZ,8.4,8.7,6.9,5.8,6.3,5.6,6.9,6.2,6.1,6.8
22A0D70AXPvAibaEXe8h19maTis8uLQ/4/J30Zgs,7.5,6.9,8.8,8.4,6.2,6.2,8.2,9.0,6.5,7.2
22B87CCCXPvAibaEXe/Yd5khqDzvKHrBpaI9d9WZ,8.7,5.6,9.2,7.2,8.8,8.3,6.8,7.9,7.4,8.5
22DFB7FFXPvAibaEXe+0Dwp+QXLoYnRT5TXbfoQV,9.5,8.2,9.5,7.7,8.1,9.6,9.7,9.2,8.9,8.3
22E62B16XPvAibaEXe+vuDGG5hNDv+7gZday0hE8,7.5,6.8,6.7,6.3,7.5,6.6,7.6,7.5,8.7,6.8
22EEC1D1XPvAibaEXe+AdDQ9dDabO3arLIsF1KpG,9.5,9.3,8.8,8.1,7.2,6.6,8.3,9.1,10.0,8.6
22F33447XPvAibaEXe8vLaVJ0prXvjq5xRWCz0z2,7.5,6.7,7.6,6.9,8.0,5.6,7.7,8.8,6.2,8.2
22F43E48XPvAibaEXe9UjnPPEYi4UQBulKrM84pK,6.2,7.4,6.5,6.9,7.3,4.6,5.3,5.3,7.5,5.9
22FDE38BXPvAibaEXe+HozZBb+7rZ8CUdukq7hU0,4.5,5.9,5.3,3.8,5.0,5.2,7.6,7.2,7.8,3.2
230C026DXPvAibaEXe8d4Zyk6xKs0xhC+gr08ndx,8.6,5.7,6.6,8.4,6.0,6.8,6.8,5.8,5.3,9.0
231EFB4DXPvAibaEXe9xvlXe8wTY6CRe0oRIOFW1,8.6,8.8,8.7,8.5,8.5,9.0,8.2,8.5,8.1,9.5
2323F593XPvAibaEXe8CYkXkPteanD3HZfbRMvuh,9.3,8.8,7.5,6.9,8.2,8.7,8.0,9.5,9.5,6.8
2326BA99XPvAibaEXe+V8Z3g2JN9F+0vPW8MTTzE,7.8,7.6,8.6,7.5,8.0,7.0,8.3,8.2,7.2,5.8
23284746XPvAibaEXe+Hl3bsG7JYGhauxgITF0XA,6.1,6.5,5.2,6.8,8.1,8.5,6.9,7.8,6.1,7.0
232946CFXPvAibaEXe/JhqMYLzzrR02+yvZ+pT+i,5.6,5.4,6.2,6.7,6.6,7.9,6.8,5.1,6.9,7.0
2333E78CXPvAibaEXe+Jp/UzOSm9aCZ45WoUqH+b,9.3,9.2,8.5,8.3,9.4,9.3,9.7,8.9,9.8,8.8
2368F545XPvAibaEXe98bEweMyJa5j4a9d70li6R,6.4,5.1,5.5,7.0,5.8,5.4,6.2,6.2,6.8,4.7
236B3FF8XPvAibaEXe94sKKoWENjB58QoAc2XFJc,8.1,5.9,8.2,7.6,8.7,7.5,8.8,6.6,6.4,7.6
238DD23FXPvAibaEXe8PuXjFLA9nLLHC/GKZcIV7,6.1,8.7,7.7,7.9,8.4,8.8,7.8,8.8,8.8,7.9
23A201EAXPvAibaEXe+QrwS/gm46TaMBrb4xyvLe,8.6,9.1,9.4,8.5,8.0,8.3,9.1,8.0,9.5,8.1
23A59DECXPvAibaEXe9CNoSsNIodZ5ZuSoSMqTXC,6.1,7.5,6.1,7.8,6.2,6.5,5.9,7.9,6.0,6.6
23ADE830XPvAibaEXe8KQ+dBN9lreRsRIKl4e0Ug,7.3,5.8,7.3,7.4,6.8,9.1,7.3,7.0,7.9,6.3
23B50A83XPvAibaEXe+XOEV1VJ5O2yoxPaIZ4RpD,7.6,5.9,5.8,6.3,6.5,6.6,5.8,8.5,5.4,6.8
23C6D407XPvAibaEXe/0W4kDBen4339wMxYZSgUE,7.2,8.7,8.6,6.5,8.1,9.0,9.0,8.4,9.1,6.9
23CECDF1XPvAibaEXe8J1cEUcgbYoeRRiHqfxF9x,5.0,7.0,6.0,6.6,5.6,5.1,8.1,6.8,5.1,6.0
23D0B213XPvAibaEXe+h2uIGuNOb5MFefHN55J8d,9.6,8.1,5.6,6.9,6.4,8.6,9.6,4.8,9.4,9.0
23D70D65XPvAibaEXe8n5o9RyAxUM7AKQAkbJi4E,6.0,5.8,4.5,6.6,2.3,7.5,6.4,5.1,6.2,6.4
23D78CF6XPvAibaEXe8ndFTCadX+eIAXGVGsF3/b,7.3,5.2,7.1,5.0,6.5,6.0,5.1,6.3,8.4,5.3
23EA37C8XPvAibaEXe8Vh+AQMuj+NFnH6dFzEKue,5.1,6.3,5.6,6.0,7.6,5.4,5.0,6.2,5.2,6.0
23EA57DDXPvAibaEXe/+o3BBeRzaONu+wGW+MSsa,8.3,9.2,8.6,8.4,8.8,9.6,9.1,8.9,9.4,9.3
23F6C7C2XPvAibaEXe9kTkrXS1NJ3t0tb6CtiCoo,9.1,8.9,8.3,8.1,8.3,6.9,5.6,6.8,9.9,7.6
23F82911XPvAibaEXe9x7lqCI2CnPzsTJCj5QkyN,8.3,8.7,7.7,8.4,7.4,8.3,9.2,9.3,8.7,7.4
240E3A83XPvAibaEXe/7FS9daZff/PCmHvQHOp0d,6.7,8.8,9.0,7.3,8.0,7.3,9.7,8.4,9.1,8.5
241964DAXPvAibaEXe+q0E3QguGBpRI5iPumVRkF,8.4,8.8,9.2,7.8,7.9,9.1,8.8,9.4,9.1,8.7
241A45B3XPvAibaEXe9If6gyA/58XCI8I0eUoBZY,8.4,7.8,7.0,6.1,7.8,9.7,8.8,8.1,7.6,7.0
2431FF63XPvAibaEXe+Pxorfe/k8CeY0dF2COJ3B,9.5,8.7,8.6,7.4,9.2,8.7,7.9,8.3,10.0,6.8
24425C9FXPvAibaEXe/+5dmtHXoxmmjY5nZ47moN,9.0,7.5,5.0,5.5,7.4,6.9,8.0,8.6,9.6,7.4
245049E6XPvAibaEXe/Z0GRmsh/zjvZAdcBP8fGQ,9.0,9.1,9.5,9.0,9.5,10.0,9.5,9.2,9.9,8.0
2458B859XPvAibaEXe+TUHAdEwrOx4CNJaGYTBet,8.6,5.0,6.3,5.8,7.6,6.1,7.5,6.4,7.2,6.3
246605B7XPvAibaEXe83RuGSO94Cq7o100ExIucz,7.7,8.2,8.2,7.9,8.4,8.0,9.0,7.6,8.8,8.0
246BFB8AXPvAibaEXe93PEySAJOVk7f1TlF/mfrO,7.5,5.7,7.5,6.5,5.5,6.3,8.8,5.7,4.2,6.0
246D0DD7XPvAibaEXe+GapkXz3RH2G5BmPuyvNsb,7.0,5.9,6.9,6.4,6.1,7.8,7.0,5.2,6.1,6.7
246D6575XPvAibaEXe+1g6w0U0xk7sP0ozNlqmpv,8.5,7.2,8.9,7.8,8.1,8.7,9.3,7.0,8.9,8.3
246F0FEDXPvAibaEXe9xvlXe8wTY6BZGSUDm6fwv,7.8,5.3,6.4,7.5,7.7,5.1,5.1,5.4,5.0,5.8
246F3C49XPvAibaEXe91GJZByEKtSWBk06YyeQ4U,7.1,7.6,5.8,7.5,8.7,6.4,7.2,6.3,6.8,5.1
2478C65CXPvAibaEXe9WkeUltvPYd2Q6bW3SiUF3,8.7,7.2,8.9,8.0,7.3,9.3,9.7,7.8,5.7,7.3
2485161CXPvAibaEXe8uwu/zAVb8827JyCj+YrFh,9.6,9.7,9.2,8.3,9.7,10.0,9.6,8.9,9.6,9.0
2494C9AEXPvAibaEXe+rNPAzQP/2T0hHR0u00qc6,7.3,8.7,6.6,7.5,8.6,7.5,8.0,9.6,8.8,7.9
249A4FA5XPvAibaEXe8DKLspTitOyjAWTFBXcBUk,7.2,8.6,6.2,6.8,7.6,6.5,7.9,6.8,5.3,6.6
24AB6739XPvAibaEXe+jQfayvnobXjPws75MqC/0,8.3,0.0,3.3,7.0,7.5,6.4,1.4,0.4,3.3,7.0
24BF5FCEXPvAibaEXe/ZbeP+H+Olzic5qB+063QV,8.0,8.0,9.3,8.6,9.3,8.5,9.3,9.1,9.1,9.0
24D08C92XPvAibaEXe+MR0BPJNCxyU9nbLO2zvkA,6.9,5.3,8.0,6.1,6.1,6.2,5.8,8.9,7.9,3.0
24E02870XPvAibaEXe/A4DdQ4aR8pHjOnea6ZIv+,7.3,8.6,5.6,7.0,7.0,8.0,7.6,8.6,8.3,8.4
24E6118DXPvAibaEXe+LaXEhdAaoNG2v41uFHIm3,7.1,5.5,6.1,5.8,5.3,7.3,5.0,5.0,6.9,7.9
24EA9D5FXPvAibaEXe/33FMzfi5meRwalXgoTwJV,9.0,8.2,8.5,7.8,7.6,7.5,8.9,8.1,9.6,6.2
253CD644XPvAibaEXe8rZ8NuCiCoOaCI/vRzVQdj,6.6,5.9,8.3,7.4,7.0,8.0,9.4,6.5,7.7,5.1
25536AC3XPvAibaEXe9agUz/x4Y2HkxTJQsPKpyH,8.0,6.0,5.7,5.4,6.0,7.0,6.5,6.3,8.0,6.5
2566CB3BXPvAibaEXe9wgACCA7SCWWoA+zvJXnEV,7.4,5.6,7.0,7.0,8.0,7.1,6.1,8.2,8.1,5.7
2568391BXPvAibaEXe+nNcqpVbk9mc3AjD6JnR9p,7.6,7.8,7.2,6.9,8.1,8.5,8.5,6.9,9.2,7.5
256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV,5.0,6.8,3.6,5.0,7.1,5.0,6.4,7.2,2.2,2.6
25742566XPvAibaEXe/cJxaw79CIvjZjlw83wBfz,8.6,6.1,8.6,8.6,9.2,7.9,8.6,9.0,7.3,7.2
25790AFDXPvAibaEXe+Tyn6K74w+Tg2gwyQs3SUU,5.7,4.2,3.6,7.0,0.0,8.6,5.9,5.2,6.5,4.8
258CA260XPvAibaEXe+1qnC7LACO/cXJ3dvLIAve,7.9,6.7,8.1,6.9,7.2,7.7,7.4,6.3,8.2,6.1
2592FAC9XPvAibaEXe8iJ6xNoa85bgw4ioMe7PRH,6.7,5.8,6.3,5.3,7.6,6.4,8.3,5.9,5.8,6.6
25972880XPvAibaEXe+Z+hvzqknjkmtOWijCFPne,7.8,9.4,9.4,9.4,9.2,10.0,9.0,9.9,9.4,8.3
259892BDXPvAibaEXe8/fn01KaU91IIsanc9Lwty,8.5,8.3,6.9,7.5,6.3,8.4,8.5,8.5,5.0,8.1
25A3A13DXPvAibaEXe+l4bzn3GsI76xP72wn8kUg,9.1,6.5,5.7,7.3,8.1,7.8,8.3,6.7,8.1,5.8
25ABD0F9XPvAibaEXe99cj54RqRPP5xxngFzdUAw,8.6,8.9,9.3,8.0,8.7,8.5,9.3,7.8,9.9,8.6
25AD6220XPvAibaEXe9bxIU3EBW/LtQUaDJs+fd+,5.7,5.1,5.5,5.9,5.2,5.5,6.2,5.3,9.4,4.8
25D5CC0EXPvAibaEXe8zi/ZLIzSiuO66PVTT9Mgk,7.1,6.7,7.6,7.3,7.1,6.2,6.9,8.7,8.3,5.9
25D62083XPvAibaEXe9dY3g0Pb8XoEU2/6gH4CGb,10.0,8.4,9.3,9.9,8.8,9.8,9.9,9.8,9.9,8.9
25E4D9FAXPvAibaEXe/IJyK0OmpUJyuEp0m3rP8S,8.7,6.0,6.6,5.4,8.0,6.9,6.3,7.1,5.0,6.8
25EBE061XPvAibaEXe8d+xuL7f/QxGPereV7Ge/h,9.5,9.8,9.5,9.4,8.8,8.7,10.0,9.4,9.9,7.8
25EBFE37XPvAibaEXe8ONI/il9MI28Xp5nZzc8+i,7.2,7.0,6.7,6.7,7.2,5.2,7.9,8.1,8.5,6.8
260AFCA8XPvAibaEXe8NShKJ2y7VArtvJAPpf0wY,9.2,7.4,6.4,8.0,8.7,8.0,8.5,8.0,8.4,6.0
261932E4XPvAibaEXe/wtdrPHYnwmfh0UZ/QxVY5,9.0,8.5,8.8,7.9,8.0,7.9,7.9,6.8,8.6,7.2
2625E16EXPvAibaEXe8YD29zP3MXD3gDEwa8nuHp,5.0,7.3,6.8,5.4,8.1,7.7,6.9,9.4,7.9,6.9
262E8327XPvAibaEXe/kkFLQkmMrVT5XeNZTJhQ/,5.4,2.7,5.2,6.3,6.6,8.7,7.0,5.8,9.6,2.8
263838A6XPvAibaEXe+eVpqlotVS6WZKD30AdrKB,7.5,8.1,7.5,7.4,9.3,7.4,8.0,8.5,6.3,8.2
26504393XPvAibaEXe97wmuqTYuV7f7oqpX5KaC9,7.9,6.3,8.0,7.3,7.3,6.2,5.1,8.2,7.8,7.0
2654AAE0XPvAibaEXe+rNPAzQP/2Twj2ve78WmYl,6.6,7.1,7.3,7.5,7.4,8.9,6.4,6.9,9.8,5.3
26584974XPvAibaEXe9e953jV3NnLq2zHCHmbJ4X,7.3,7.0,7.2,6.7,6.6,9.1,5.9,5.7,8.8,5.9
26629A62XPvAibaEXe9dY3g0Pb8XoBV9su9TMMyL,9.1,9.0,9.2,9.0,7.2,9.2,8.4,9.0,9.7,9.0
267055F6XPvAibaEXe8YlvtcvZCDlYwsXo+OnCMP,7.5,7.1,8.0,8.1,6.2,7.7,8.4,7.7,7.7,7.4
26740212XPvAibaEXe/bcCn8ANC28Hcw78S2UWBe,8.3,6.8,7.3,7.1,7.2,5.6,7.5,8.4,8.7,6.8
2695DF34XPvAibaEXe8E6yzSPpyFOXn9+vmP8erh,7.4,5.4,5.4,5.1,7.1,8.2,7.4,5.4,5.0,7.6
269C4777XPvAibaEXe8zAo0wu8vadowv1T8ODAwy,6.6,8.2,5.2,5.5,5.8,7.3,7.8,8.2,8.5,7.6
26A5B94BXPvAibaEXe9/yTscVGvClzXFOq3C8VzJ,8.9,7.7,8.9,7.9,8.3,9.2,7.1,8.3,9.7,8.6
26A675E0XPvAibaEXe9UjnPPEYi4UR3P7cSVrblX,8.5,8.4,8.9,8.1,8.4,9.0,7.8,10.0,9.1,5.7
26AA5175XPvAibaEXe8yk/xNTBUkzhrXFkc0Z14U,9.1,9.2,8.6,8.0,8.8,6.8,9.1,9.3,9.4,8.1
26AE9896XPvAibaEXe85Y9zb3iTT6mFAXjUFYql8,5.2,2.1,3.2,4.6,6.0,2.5,1.6,5.1,5.7,3.2
26BA2C03XPvAibaEXe+Y0lGmaTa/AO+2ehaTjeTz,8.4,8.4,9.4,7.5,5.6,9.3,5.0,8.2,5.0,7.4
26BE58DEXPvAibaEXe+LbSgCtk53mfEZsdstPIuY,7.5,8.0,7.0,8.3,6.2,6.8,7.6,7.4,6.5,8.1
270EC14FXPvAibaEXe96tL5VLbkrXiwv0i/glaO3,9.5,8.4,8.5,9.5,7.8,9.7,9.5,9.5,9.8,8.8
2711D4E1XPvAibaEXe95BgJyC1XgNWyNcIVivwe6,8.4,9.4,9.7,8.3,8.2,9.3,9.2,10.0,9.6,8.1
2726664BXPvAibaEXe9PMniL1hA1yg9LE/8ouTLA,5.1,7.3,5.8,7.1,6.2,7.7,5.9,8.4,3.1,8.7
27287D52XPvAibaEXe+g+689Av0WQ2TzEcelm+th,5.9,6.3,5.1,5.9,7.4,6.2,5.6,6.2,5.8,5.3
2737F76CXPvAibaEXe9GRgvaz8PQ0hUNejYZQL68,5.8,4.6,5.0,6.5,6.6,6.3,7.1,6.1,7.4,3.1
2748110FXPvAibaEXe8zN2KKhdLFunzw+E+dOEKN,8.0,8.1,7.1,7.3,7.5,9.5,8.6,8.5,9.9,6.5
274E9CD8XPvAibaEXe9g/zM5tup2BXGKSFjL51cp,8.6,7.6,8.1,7.8,6.3,7.7,8.9,8.3,9.2,8.4
274FB275XPvAibaEXe+ItThaeWSaTjA1i5TggkW2,8.9,8.4,8.8,9.1,7.1,8.7,9.7,8.5,7.1,5.7
27517DE4XPvAibaEXe+HLUCsScXdBkYsKuBAHxZU,7.6,1.6,4.7,3.3,2.2,7.5,7.7,2.8,5.3,2.3
2758EF93XPvAibaEXe9QVsCW2codOY5HidKctFNb,5.9,5.8,5.1,5.0,6.2,5.1,5.4,5.1,5.0,7.6
27627AD6XPvAibaEXe/dzmB8igeRMBnI8ZmWPjTQ,8.6,8.8,7.0,8.3,9.2,8.3,8.5,9.6,9.6,9.1
27727670XPvAibaEXe/QWjvABg0+vdPS00TNxXjP,6.1,6.6,4.1,5.2,5.7,4.3,5.6,3.1,5.0,4.7
2780D5C0XPvAibaEXe+M91Hzrx3qMNHPQou8chAN,5.2,4.0,5.2,5.3,5.2,6.6,7.3,5.9,7.6,5.6
27825AC1XPvAibaEXe9wgACCA7SCWZEehS2D11JB,8.0,5.4,7.0,6.0,5.7,5.2,7.2,8.1,6.7,5.0
2795AB4FXPvAibaEXe8p9EUNm1rzjrbq0hrSdtIr,6.0,7.2,8.5,6.9,7.6,7.4,7.6,7.5,9.2,7.5
279DD911XPvAibaEXe9e5yvZyP+PzsQtLXV2NZdw,9.6,9.3,8.8,8.1,7.9,7.0,9.0,7.9,9.7,8.6
27A2C55BXPvAibaEXe8YD29zP3MXD6Kixuku5+Qt,8.2,7.5,1.8,4.5,0.0,7.6,9.2,8.4,8.4,6.8
27B74611XPvAibaEXe+M8kZrNqSN450S7T/QsHnG,8.7,9.5,7.3,7.9,8.5,10.0,8.8,9.1,8.7,7.6
27C44449XPvAibaEXe+Ee/bNoyDJsiEhLWZq+MLD,6.5,7.3,7.6,6.8,8.8,5.7,5.8,5.8,8.0,7.1
27EC8551XPvAibaEXe/Ep1mHRpPbrLtblYsMpLBb,8.9,7.8,8.5,7.2,7.1,8.7,8.6,6.3,5.0,7.6
2806A650XPvAibaEXe/EvmuerN6w1BqpmgVv4ERT,9.0,7.9,7.7,8.1,7.6,8.3,8.4,6.6,8.1,5.0
280F7F2EXPvAibaEXe/TOGeH6x1BlQUztAN4ABTM,8.0,7.9,6.1,6.6,5.2,6.9,7.1,7.3,7.9,7.8
28142A5CXPvAibaEXe+0Dwp+QXLoYvm0snhYVYqO,5.7,5.9,5.7,5.0,0.0,7.3,4.5,3.0,5.5,4.9
2817042FXPvAibaEXe+AkyY0LvshNt7rrPNcw5H4,8.9,6.4,5.5,4.5,6.7,6.9,8.5,5.9,5.9,6.1
2817A649XPvAibaEXe9tVd6vhP62h/qBPlmt3VOS,8.8,8.1,8.5,8.5,8.9,8.5,9.8,6.6,7.5,5.8
281AA27AXPvAibaEXe+2s2LZmFpY2k487OrNCG/f,8.9,8.9,8.9,8.4,8.9,9.1,9.5,8.7,9.6,8.7
28308267XPvAibaEXe+1exR/9VxBIwqeKilef56y,8.4,9.0,7.5,7.1,9.2,8.1,8.8,8.6,7.5,7.6
2831E8F2XPvAibaEXe+KnWgScvZ27CM2SgQYi6kV,9.3,7.9,9.1,7.4,6.7,5.0,6.6,6.3,5.2,7.9
2845D620XPvAibaEXe83j+j2N9N4IqLq6cxxQ3c0,8.7,9.1,9.2,8.8,8.8,9.2,9.8,9.3,9.8,9.9
28738743XPvAibaEXe+LaXEhdAaoNNFAwEYqhEoa,7.6,6.9,7.1,5.4,5.1,8.3,5.8,5.2,7.9,6.3
28745714XPvAibaEXe/el9TRAKM7gfOI2Nkj3YTT,8.9,7.4,8.0,6.1,8.7,7.1,9.4,9.0,8.3,8.1
28782E66XPvAibaEXe9urngX21O5XTw+ZF1tUpQT,8.1,7.7,8.1,7.5,8.5,9.9,8.5,8.7,9.5,7.8
287B2447XPvAibaEXe+aSLBxO6xKaLbymZ6Lo09I,9.3,7.9,9.3,6.4,7.9,8.3,9.7,9.7,8.0,9.5
287EB7D8XPvAibaEXe/tHzSgYcYugiCSLma3MtUV,8.2,7.1,9.2,6.9,7.6,7.4,8.8,7.9,9.5,8.4
28819EC9XPvAibaEXe/gedqgAoZhaxXchuFOeLRw,7.8,6.1,6.0,6.0,4.8,5.2,6.4,5.9,8.3,5.8
2882595BXPvAibaEXe9Fy2hCq9OiAx0s+TMBlscg,8.0,6.4,5.9,6.4,7.4,7.7,9.6,7.6,5.7,7.0
28A49A8BXPvAibaEXe81fV8vPRwD6Lnl35EWVuyL,9.3,9.2,8.8,7.0,7.7,7.6,8.6,8.4,9.5,7.9
28AF632AXPvAibaEXe/iGey/Hml5uqTu+Pin9ZPX,7.1,7.4,8.4,9.7,8.3,8.2,9.2,8.8,8.1,6.8
28BFA28FXPvAibaEXe+9W+M5mn1fin5eP5kp1R8a,8.7,8.6,8.0,8.0,6.9,9.3,9.2,7.9,8.8,8.2
28C5FFE3XPvAibaEXe8oET1/EVZ+Wr1LoDqRLYoL,5.4,6.6,6.8,6.6,8.0,7.6,7.5,7.4,6.9,6.4
28C7CF37XPvAibaEXe8XtTI6VHhlKHn5DFEv+QeE,7.8,7.7,8.2,7.3,9.1,7.8,9.0,7.0,6.6,5.2
28EB9D7BXPvAibaEXe9c74uZL4Z38AW1TNa0yK1D,9.3,9.4,10.0,8.1,8.2,10.0,9.4,9.3,10.0,9.4
28EC2D4BXPvAibaEXe/VQHzzHDYACQA1Rf9I0rIX,9.1,9.4,6.5,8.6,9.2,9.2,8.0,9.5,9.7,6.8
28FFB16BXPvAibaEXe/HUuIVo8uCR6f4HDAjMdvh,5.4,3.1,4.7,4.1,5.3,7.0,6.7,5.9,7.9,3.0
2903B1BBXPvAibaEXe/QLz2rC0qlTKpaRVC3g1Ox,8.7,5.8,7.1,6.4,7.4,5.5,7.5,6.5,7.2,6.7
290C5D12XPvAibaEXe9WkeUltvPYd4rkf5+/ddTa,8.2,6.7,5.2,6.7,8.0,6.5,5.5,5.8,5.6,6.4
290CB431XPvAibaEXe83RuGSO94CqzABPVbri0Fj,7.2,6.4,7.2,7.0,8.6,6.2,8.5,8.4,8.2,7.9
2935531CXPvAibaEXe+fBpTg8OXouklKrc9OO2/C,5.1,5.1,6.5,5.9,5.4,6.6,6.1,5.0,5.4,5.9
