mssv,IT001,IT003,IT004,IT005,IT007,MA003,MA004,MA005,MA006,IT002
2A8DEA6AXPvAibaEXe+pfrKEojyOyzY/iEsIKAZu,A,A,C,C,B,B,B,B,B,1
2A9139B9XPvAibaEXe+BSAh8mzSNVXN1gcYh5WWm,C,B,B,B,B,C,B,A,B,1
2A9DED8DXPvAibaEXe9fwH3SYO7GzQlgFWB1enmf,C,A,B,B,B,B,B,A,A,1
2AB355A3XPvAibaEXe9WgQQLl7rkk9EgM3vUMrzn,B,B,C,B,C,B,B,C,B,1
2ADE2105XPvAibaEXe8X5f+vLkYyLm5FxXtBkamp,A,A,A,A,A,A,A,A,A,1
2AE2FB4FXPvAibaEXe9pXJcjrAt8Xi98xlhrFTcD,C,B,C,B,B,C,B,B,C,1
2AF77EC1XPvAibaEXe9V50Ts4UAUsPRIR3pV2yX4,C,B,C,B,B,A,A,A,B,1
2B0E955FXPvAibaEXe/t4WKrTmA45W8ys/ibnqqG,C,B,B,B,C,B,B,A,B,1
2B2263BAXPvAibaEXe9+m/oQf3Tjz1l76/nzM+22,B,A,A,A,A,A,A,B,C,1
2B30319DXPvAibaEXe+mIfBKZfBRm3MZ033V04Tb,A,A,A,A,A,A,A,A,A,1
2B31483BXPvAibaEXe+e2tIVVtPhOb3qo1SYWFWM,A,A,A,B,B,A,A,A,A,1
2B369A53XPvAibaEXe90E3nxW1nyaZ7Qg4mup9aP,A,A,C,C,C,C,C,C,B,1
2B4137D4XPvAibaEXe8J1cEUcgbYoclvp+OyeRbJ,A,A,A,A,A,A,A,A,A,1
2B4A300FXPvAibaEXe8WrK/T746TF3QTX2vmx7dA,A,B,B,A,B,C,A,A,A,1
2B72BF2AXPvAibaEXe9u8ftW5AKWEQjqyfL5EDD8,B,C,B,C,A,B,A,A,A,1
2B76A9CEXPvAibaEXe/k5cHhyiupXKT8MC4ImRT8,B,F,C,C,B,C,B,C,C,1
2B84933DXPvAibaEXe8C3lblh2dNnhmATfGe0l+C,A,A,B,C,B,A,B,B,A,1
2B851037XPvAibaEXe8d+xuL7f/QxDCDwN0oZKPU,A,A,A,A,A,A,A,A,A,1
2B890001XPvAibaEXe/GEP39G15BdYeM33SDYYGu,C,C,C,B,C,B,B,C,C,1
2B99F041XPvAibaEXe8IVQevnJpgRt0w2ccmKwFu,B,C,C,C,B,C,C,C,B,1
2BB5B148XPvAibaEXe/4bSD/sFWUz4alsXqhHPZy,A,A,B,B,B,A,A,A,A,1
2BC7123BXPvAibaEXe80CrbkBDr5tbwjvdkWsq+r,A,B,B,B,B,A,B,C,B,1
2BCC0FB2XPvAibaEXe9QSg4kScpiF51IxxhcLVa5,A,B,A,B,A,B,B,B,B,1
2BCE9E95XPvAibaEXe8CZDRB45S33PewTfBA7WpB,A,C,A,B,A,B,A,B,B,1
2BD1B799XPvAibaEXe/0W4kDBen43widMaJcURvA,A,A,A,A,A,A,B,A,A,1
2BD83939XPvAibaEXe8aLAPPdCF+ab5Qir1cOh2E,B,C,A,A,A,C,C,A,A,1
2BDD7658XPvAibaEXe+9uXUaDIzyiJFlOsxUXEvW,C,C,C,C,C,C,A,B,C,1
2BEE4E47XPvAibaEXe/mbD1XVEM0x/rwCIMhVeps,A,B,A,A,B,A,A,A,A,1
2BFFDFDEXPvAibaEXe/sKOWIYAkjtk8m43tWOm+/,A,B,A,A,A,A,A,A,A,1
2C064011XPvAibaEXe8k/oM/oyG01uoock+E/YOo,A,A,B,B,B,B,A,A,B,1
2C1D63B5XPvAibaEXe+h1r+uCFoIjzfdFEEHaeGO,C,A,A,A,A,A,A,A,A,1
2C1E5813XPvAibaEXe9B2tolTZ0JLkhCMZJn7MWU,A,A,A,A,B,A,A,A,A,1
2C2BF258XPvAibaEXe8NqWy7BE2q55aWag7cl6eR,B,C,C,C,C,B,C,B,B,1
2C2D5C8AXPvAibaEXe/ceziXFRXnLdnZSuGNUQeB,B,B,B,C,C,C,B,B,C,1
2C312957XPvAibaEXe9iBRrLJjO8db8uuGBKOnXN,A,C,F,C,C,C,B,F,F,1
2C538E51XPvAibaEXe+9v37KcInSIYKf+wLDWnLy,A,A,A,B,A,A,B,A,B,1
2C5ACFD5XPvAibaEXe+43HJfrfERJBKn5Utcp9fJ,B,C,C,B,B,C,B,C,B,1
2C674C46XPvAibaEXe8Y+/3uR2PkTOGNxs8OFvnz,C,C,C,B,C,C,A,C,A,1
2CA947ACXPvAibaEXe/pmLsWv14ojMyU+5ticpUd,A,B,B,B,B,B,B,B,A,1
2CAECB6EXPvAibaEXe+k6G3KryMpVPY9GcKTixBG,B,A,B,B,A,A,A,A,B,1
2CB1F046XPvAibaEXe/Fuy4XnWnIVvhZOz7OItSo,B,C,C,B,A,B,A,A,C,1
2CBDE808XPvAibaEXe++18r4MyQUqqN6UbbRroOE,A,A,A,A,B,A,A,A,A,1
2CC3FDDFXPvAibaEXe/Nq24Gaz1feXbB6TopRdcU,A,A,B,B,C,A,A,A,A,1
2CCAB7A7XPvAibaEXe9G0KjvrV48k2UwNmIatMwc,A,A,A,A,A,A,A,A,A,1
2CD0E288XPvAibaEXe9ro8CnHiMdMaAtAHFnF4bZ,B,B,F,F,F,B,B,B,A,1
2CF26D2BXPvAibaEXe9agUz/x4Y2HhZzONqqaBTg,A,A,A,B,A,A,A,A,A,1
2CF8078CXPvAibaEXe/8X6gsb95YiB6rrhZFM8Ho,B,C,B,B,A,B,A,B,A,1
2D21BD05XPvAibaEXe9gJazs/pDnMS23gPJJ13Ul,B,A,B,A,A,B,B,A,B,1
2D3B9FF1XPvAibaEXe/UmsX+Yo/cnzfnRtRuVWq8,C,C,C,B,B,B,B,B,A,1
2D45BA9BXPvAibaEXe/nw3DhNQnHf2Fnx9IF55yH,B,C,A,C,C,A,A,C,C,1
2D462CD4XPvAibaEXe+9tOqtJ+TlMsuNcrhhMXK5,A,B,B,B,B,B,C,A,C,1
2D5C8179XPvAibaEXe/baq/wvVlH/i84B++U9lgu,B,B,C,C,C,C,B,A,C,1
2D5E7B70XPvAibaEXe+VfAA12Tmd+6zgybd3J4Ca,A,A,B,C,B,C,C,B,B,1
2D5F9317XPvAibaEXe8REVTdmhazkUVyDqtJg//r,A,B,A,A,B,A,A,A,A,1
2D717070XPvAibaEXe/yTqQKv0UsdXLCbnhHHPTz,C,C,B,C,A,B,B,C,C,1
2D7C801CXPvAibaEXe9Fy2hCq9OiA3HbIsr+o7Wq,B,B,B,B,C,B,C,B,B,1
2D80FC7DXPvAibaEXe+Em+qhkpGqwMHg7L8FFKN8,B,B,B,B,B,C,B,C,B,1
2D85DBE0XPvAibaEXe/8rx8cZm8QsZ02U06/CFc4,B,C,F,C,B,C,F,C,C,0
2DA6FC78XPvAibaEXe8l2SPBJihvxX4b38rruk85,F,C,F,C,C,B,C,F,C,1
2DA9FD45XPvAibaEXe+dErJK2QKC6aYTIS0Fh08i,C,B,C,C,C,A,C,B,C,1
2DB33D1DXPvAibaEXe8p0SHbVuGO+lk2nBihhZov,B,A,C,B,B,B,B,B,B,1
2DB67223XPvAibaEXe+HLUCsScXdBopoJLY5bwAE,B,B,C,B,B,C,A,B,C,1
2DB93AA4XPvAibaEXe9QVsCW2codOYTykgcwK6+j,A,A,A,A,A,A,A,A,A,1
2DC9578EXPvAibaEXe8k/oM/oyG01pyA/XdawjNn,C,B,B,A,A,C,B,A,A,1
2DD375A0XPvAibaEXe+1gerp4wWuf62KwnYHXPlz,B,C,C,C,C,C,C,B,C,1
2DD3E6DFXPvAibaEXe/nw3DhNQnHf1lQPxyt3uHK,B,A,A,A,A,A,A,A,A,1
2E003F59XPvAibaEXe9spJK2tF1F791rz0fBiOSO,C,C,C,C,B,F,C,C,B,1
2E033D0AXPvAibaEXe/aBnKnu1smn5tNxC1rXgdm,C,A,B,C,B,C,B,B,A,1
2E094578XPvAibaEXe/a4DMmDlc8UB3GbbG4Q0zX,B,B,B,B,B,B,A,A,B,1
2E0BC7EAXPvAibaEXe8qgRlcblbl2hBtD1TgWK6U,B,C,B,C,C,C,A,A,A,1
2E10FDCEXPvAibaEXe+heDAQ/Ar4Cv3oPJBmzKHD,B,A,A,B,A,B,A,A,A,1
2E197B0CXPvAibaEXe8cSwcDAK/pUCSeCgTsw7y9,B,A,C,B,C,B,B,B,C,1
2E1DB3C4XPvAibaEXe8t4cDFHKW3SQNQC3LnChLJ,B,A,A,B,A,B,B,A,C,1
2E22AF74XPvAibaEXe+ZE1D25ZBslqzeMlpTJS8O,B,B,B,B,C,B,C,A,B,1
2E32EBBEXPvAibaEXe+u9g2yz+iQ+BphrCy0Ntjp,C,B,C,B,A,C,A,C,C,1
2E3B8659XPvAibaEXe80F7xvyMuvyCs27Ug7hIi4,A,A,B,A,A,A,A,C,A,1
2E57754BXPvAibaEXe8ZQB/g2cpypA35AR1mwtPQ,A,A,A,A,A,A,A,A,A,1
2E586081XPvAibaEXe/QWjvABg0+vaEpgglr5XB5,B,B,B,A,A,A,B,C,C,1
2E63F784XPvAibaEXe+P3P+fEFRIWAkq3MElhppP,A,A,A,A,B,A,A,A,A,1
2E9326F8XPvAibaEXe/TRCn2Z9uQPnwHsIbcMUsb,C,F,F,C,F,F,C,F,F,0
2E94A288XPvAibaEXe9V1gtTDRnQF5UgykIcVYUO,B,B,B,B,C,B,A,B,C,1
2EAA1F6CXPvAibaEXe8CWH5HVeMbzkeADzxvh8Qo,C,C,C,C,B,B,C,B,C,1
2EAEB066XPvAibaEXe/3wuT/psvviRzJIm6kEp73,C,A,C,B,A,C,A,B,C,1
2EB6D9A5XPvAibaEXe9UjnPPEYi4UY/rJc+1ew4U,B,B,B,C,B,C,C,A,A,1
2EB7FA3DXPvAibaEXe+l4bzn3GsI7z7PuCp9IOTT,B,A,C,C,C,C,C,C,C,1
2EB80034XPvAibaEXe/8X6gsb95YiHj38qo0I8/f,B,F,F,C,B,B,C,B,C,0
2EB908FEXPvAibaEXe/8fhf6rXR0n3w9SBs8TxBt,A,B,B,B,A,A,B,B,B,1
2EBE9E84XPvAibaEXe9g/zM5tup2BYODwEO5x8xA,B,B,B,B,B,B,C,B,A,1
2ECBA125XPvAibaEXe/3r71QULrjpwU104+eMJna,A,A,B,A,A,A,A,A,A,1
2ECE60D7XPvAibaEXe/xn91tBWVNDRazxKklDIHw,B,B,C,B,A,A,C,B,A,1
2ED165A9XPvAibaEXe/eRksRS1wGeJQzNqtERAKg,B,B,C,C,B,A,A,B,B,1
2ED98D32XPvAibaEXe9S88+OcosOZgcjfkscOc8a,B,A,C,B,B,A,A,A,A,1
2EE8EACBXPvAibaEXe/PQrWCRBKWOUgYNGbFx+gp,C,A,C,B,C,C,B,C,C,1
2EE9BA53XPvAibaEXe/aBnKnu1smn2ojHUCZJvWu,A,A,A,B,B,C,A,A,A,1
2EEE5357XPvAibaEXe8JyzRlwVelI13DSdVNybQo,C,B,C,B,A,A,B,A,A,1
2EF951C1XPvAibaEXe+sV6KMm2RqHsTOM8QwBng8,C,F,C,C,B,F,C,C,F,0
2F01F81AXPvAibaEXe96Y2OKPPTIZKNFxSU7S7yw,A,A,A,B,A,A,A,A,A,1
2F032953XPvAibaEXe8aLAPPdCF+aRc54eiBIV8i,C,B,C,C,C,A,A,B,C,1
2F08EC9FXPvAibaEXe8n5o9RyAxUM3aBupqFlqra,C,A,C,B,B,B,A,A,B,1
2F0B4D9BXPvAibaEXe/W1ZBpbjj8QQpgF1pePiq0,B,F,C,C,C,B,B,A,A,1
2F0C4733XPvAibaEXe+MmAntcCanjBGPcdCVOjwi,A,A,A,A,A,A,A,A,A,1
2F17CEDCXPvAibaEXe+pZU+khqBqyvN1PCgHshvf,A,C,F,C,F,A,F,F,F,0
2F1A3A14XPvAibaEXe8P2qR1W0njZcUeCNRNUxxP,A,A,A,B,A,A,A,B,A,1
2F4131B9XPvAibaEXe+LaXEhdAaoNKQXonOJc3ol,C,C,B,C,B,C,F,C,F,1
2F4AA886XPvAibaEXe+1exR/9VxBI9T1vUatjQeY,B,B,C,C,C,C,C,C,B,1
2F4DBB2EXPvAibaEXe9407zH39wVQ4hgIB0j0K26,A,A,B,B,B,C,A,B,C,1
2F4EA7A3XPvAibaEXe/4brcB/U30UtHCSixx1+p1,F,C,C,F,B,B,B,B,C,1
2F5BD724XPvAibaEXe9Y6XKwco8jyXjo0C5N13+r,C,B,C,C,C,C,C,C,C,1
2F86BBD1XPvAibaEXe8EWfnZTwjAD+LMJdMLkw/S,C,C,B,B,A,C,B,B,A,1
2F939ED1XPvAibaEXe/c9IhyYNxqHDs9Xu1nkv62,A,A,A,A,A,A,A,A,A,1
2F9B68DCXPvAibaEXe92HFjDDFybWwt2C5yMiqox,A,B,B,B,B,C,C,B,B,1
2F9BDB24XPvAibaEXe9n6M+kQhqu8vtdZtAucjId,B,B,C,B,A,B,B,B,A,1
2F9CE51CXPvAibaEXe/B5ptYzPZ33nSBmnY9BHIy,A,A,B,C,B,B,C,B,A,1
2FB54941XPvAibaEXe84XGPpoJW458Pglcm0xGoN,A,A,A,A,A,A,C,A,A,1
2FBE4D6BXPvAibaEXe+1n9LzrMgTlzJ5Y/vr5u1t,A,A,A,A,A,A,A,A,A,1
2FCD54FBXPvAibaEXe8IGiiWauHvTA2iWNEDvSOo,A,B,A,A,A,A,A,A,A,1
2FE4ADF1XPvAibaEXe/HavVGti21aO0riSis/k77,A,A,A,A,A,A,A,A,A,1
2FE628E1XPvAibaEXe/CLThnKnYPfmiKKUOgQUEk,B,B,C,B,A,C,A,A,A,1
2FECAE32XPvAibaEXe8b1/xgQXfYgpO9KSAZ3JRy,B,A,A,A,A,A,A,B,A,1
2FF2D346XPvAibaEXe+IVHw2W4UqasQiy0d+uqF7,A,B,B,B,B,A,B,C,A,1
2FF5E667XPvAibaEXe9vJx60rIIUlj9yWBOqQnLF,A,B,B,B,B,C,C,C,B,1
2FFA1922XPvAibaEXe/z9L7tMg5texVdw5ukkKDI,A,A,B,C,B,C,B,C,C,1
3009A25BXPvAibaEXe+Cg1ybKXIqQXXhprB6g9Ug,B,C,C,B,C,C,C,C,F,1
303A0E8EXPvAibaEXe8NShKJ2y7VApnIAwSP7ehi,A,A,A,A,A,A,A,A,A,1
303DCD32XPvAibaEXe+WyjAMa+c6gplNQ3GsX31J,B,A,B,A,C,A,A,A,A,1
30476694XPvAibaEXe9LgoVobBD2dYnBk73Fc/08,A,A,C,C,B,A,A,A,A,1
3048C06CXPvAibaEXe8xE9+hjZHGkiSr61G9oSHb,A,A,A,B,B,B,A,A,A,1
304B00D5XPvAibaEXe+gnarChABWR/z4bfwqDoe3,A,A,B,B,A,B,A,B,C,1
305CB305XPvAibaEXe8Vh+AQMuj+NLxffn/dEZei,B,B,B,B,B,A,A,A,C,1
305F8088XPvAibaEXe/tHzSgYcYugsbeH2tOOi4l,B,B,B,B,B,A,C,A,B,1
3062D230XPvAibaEXe9w7hFRcHEZpPV54q5tnZup,C,B,B,B,A,C,B,A,C,1
306A8373XPvAibaEXe+xD4bBZLKlbo3Yd/5Jizga,F,C,B,C,B,C,C,F,C,1
306D0C08XPvAibaEXe+jQfayvnobXsic/e4TWnIT,B,B,C,C,C,B,C,A,C,1
30930811XPvAibaEXe8CNW5gpzV0gYactsEx9gwI,C,C,A,B,B,C,A,C,B,1
30A07547XPvAibaEXe+n07P56kWx2O4B+boxfwzb,B,C,C,C,B,C,C,C,B,1
30B43EAFXPvAibaEXe+aquNtcMIbvwMLH3gD3H8y,B,B,B,B,B,B,A,A,A,1
30B84B7DXPvAibaEXe873GBOa3btd88F7D712KjE,A,C,B,B,B,A,A,A,A,1
30BBEC47XPvAibaEXe+mIfBKZfBRmxRKk4fvfFHr,A,A,B,B,A,A,A,A,A,1
30C4A6E1XPvAibaEXe+g3Xy9tRX9oufy6x+BTNSW,F,F,C,B,F,C,F,C,A,0
30C7CBBCXPvAibaEXe8w1z3B0Nfbk5qAUJfqoh9s,C,B,B,B,B,C,B,B,B,1
30D16012XPvAibaEXe8qsJChBuF6jksBa1x80dDT,B,F,B,C,B,C,B,C,B,1
30D530DDXPvAibaEXe9ASX2YKqk5AYS0r+LRs1lV,C,B,C,A,C,C,C,B,C,1
30E1A0E7XPvAibaEXe8jwcgah0Ijmks5DxmSNAVO,C,B,B,B,C,B,C,B,B,1
30F12A42XPvAibaEXe+g+689Av0WQ/y+ZKHDA23S,A,B,A,A,A,A,A,A,A,1
310DA2CFXPvAibaEXe+O+EbU9awW5uFT+nCJoWm0,C,C,C,C,B,C,C,C,B,1
311E1AE6XPvAibaEXe9FHRfjQvHQkbcdh5YbwKoS,A,A,A,A,A,A,A,A,A,1
311F4676XPvAibaEXe/NExuU8f5CH0Jfhfl4Q27J,A,C,C,C,C,C,C,B,A,1
3126ADE0XPvAibaEXe/fptT4PBq8NP5UrqRKRS5V,B,C,B,B,B,B,A,A,C,1
31291F9AXPvAibaEXe+eVpqlotVS6aAhl7NHwy+C,A,A,A,A,B,A,A,B,A,1
312DE7FEXPvAibaEXe9/w7qCPr4fx7wnJbpMwzOR,A,A,A,A,A,A,A,A,A,1
3130EAB9XPvAibaEXe+1qnC7LACO/br/qzsZ8pfu,A,B,A,A,A,B,A,B,B,1
313480E4XPvAibaEXe8BcBqSm3bVhkR4alnJ+Wkr,A,A,A,A,A,A,A,A,A,1
31366966XPvAibaEXe+AdDQ9dDabO16ivYPhB80s,A,A,A,A,A,A,A,A,A,1
3137879DXPvAibaEXe9w/PzEODhJkW9lJYKddqs6,B,B,F,B,A,C,B,B,C,1
3137FA8CXPvAibaEXe+zviMYuJzmlfChn7CsG8fy,A,F,F,F,C,C,C,F,C,1
313A0C3EXPvAibaEXe9FiaSoce50DK2qcrsEDi/O,A,C,C,B,B,C,B,C,A,1
313D7351XPvAibaEXe9oautwyg1fuOtEOttYq6aZ,B,C,F,C,F,F,B,C,A,0
3170E835XPvAibaEXe+y9Z7iOH0a5Gfv1t/tllXj,A,A,A,A,A,B,A,A,B,1
3173D916XPvAibaEXe+ccR/iEG5CIv0Hx9lvsJUN,A,B,A,B,F,B,B,C,A,1
3186A744XPvAibaEXe+t618nkWP4ef5f2AtNeqFx,B,B,A,A,A,B,A,B,B,1
3191DD1DXPvAibaEXe8d5+4VMyfVsEs/NZSnBf3T,A,F,C,C,B,A,C,C,C,1
3191E122XPvAibaEXe+h1r+uCFoIj7s3Jpv6YSh/,B,B,A,A,B,C,B,A,B,1
31997FE9XPvAibaEXe9jQXzUZ/B6BUBXHDvT2cFP,A,B,B,C,B,A,B,B,A,1
319AB5D6XPvAibaEXe/X5uT1FaYTT3Hox4+LgX0V,A,A,A,A,A,A,A,A,A,1
31A43CCEXPvAibaEXe+9uXUaDIzyiCbIDnHZK9MV,A,B,A,A,A,A,A,A,A,1
31A53F3CXPvAibaEXe9R53Fu3buHyTJgSsSF63Cj,C,B,B,B,B,B,B,B,C,1
31AA8D24XPvAibaEXe9cPs/fVpB+n9xK8CLpa0Qn,A,C,B,B,B,C,B,B,C,1
31CB4B54XPvAibaEXe+8xcWrHsA1Ko15ttlRvORQ,C,F,C,C,C,B,C,C,F,0
31F4EB30XPvAibaEXe+J+IMbPBeTHPVRcJ02eIVx,F,B,B,C,B,C,B,B,B,1
32088267XPvAibaEXe+7uJh0aD4oAv7g7bnxSiTC,B,B,B,C,C,B,C,C,B,1
320B951DXPvAibaEXe8b36blNCVklRDcN/awSZaK,B,C,B,B,C,B,A,B,B,1
3210A6C9XPvAibaEXe+fW1Bg/roenAQYG69pRHCR,C,A,B,A,B,C,A,B,B,1
32320C2CXPvAibaEXe9yRt5bXcOfsoAwfBPsvoS8,B,A,B,A,B,B,A,A,A,1
3236FAB0XPvAibaEXe+QQPRhm8VpXECRCm1C1Kan,A,A,A,B,A,C,A,A,A,1
324A551FXPvAibaEXe8nuCevWXzMu02d/QPy3aml,B,C,B,B,B,B,B,C,A,1
327F789DXPvAibaEXe8JDP83oALuEXKVaLTrN4jr,C,B,B,C,B,B,B,B,A,1
3285E157XPvAibaEXe+q0E3QguGBpUWHMWrFqKpo,B,B,B,A,B,B,C,A,A,1
32947B1DXPvAibaEXe+1xn1m12iBvlw7QT1hKBoM,B,B,C,B,C,A,B,A,A,1
32955145XPvAibaEXe8N+uD/a8GbgqJLTQxCkwL9,A,C,C,B,B,B,B,A,C,1
329B4DBFXPvAibaEXe9JDlHA4z2GHEkrdKZ3K2N4,F,F,C,C,F,C,C,F,F,0
32D81FAEXPvAibaEXe9KDPR79yT+xGZEHHF9PPPm,B,C,C,F,C,C,B,C,B,1
32E372CFXPvAibaEXe+NnQrnI1K9JGYmKiXJkMc1,B,C,B,C,B,C,B,C,A,1
32E654BDXPvAibaEXe9/83vYrk4yZtDJzlVCCa85,B,B,C,C,F,C,B,C,F,1
32EB8611XPvAibaEXe8zDsaHJ0+9rRdmlJDdktRf,C,C,B,B,B,C,B,A,C,1
32EDD0C9XPvAibaEXe9Rxq3EQECnGT27MzFGxRKN,B,C,B,B,B,C,C,C,C,1
32F8320BXPvAibaEXe/Md8T4y692B8Ojz9We3wsH,F,F,F,F,F,F,F,F,F,0
32F9100AXPvAibaEXe9/w7qCPr4fx1TwnmX9dAd1,C,C,B,C,F,A,C,C,B,0
32FFA662XPvAibaEXe828ep1J4avvMXiA7ddRAtP,A,C,C,B,A,B,C,C,B,1
330098C0XPvAibaEXe+55g1kTuqhAyBLLJlsYul3,A,B,B,A,B,B,A,A,B,1
33010DEAXPvAibaEXe9S9CArGKR2K2a4c1UyhwfI,C,B,C,A,B,A,A,A,B,1
33015337XPvAibaEXe8Pc6kxKoLNadoHskZzYDIY,A,A,A,A,A,A,A,A,A,1
332AAC1EXPvAibaEXe8CYkXkPteanGxNL2TD5Jzy,A,A,A,B,A,A,A,A,A,1
332E756EXPvAibaEXe8Wb350a8ibnvs4VyUWS40K,B,A,A,B,A,A,B,A,A,1
333E51C8XPvAibaEXe+kZ0usiWMt+kO2NfCxh5R1,B,B,A,A,B,C,A,A,B,1
334FF8F8XPvAibaEXe+IUXdezTp2czaxg8q9h+wL,A,A,B,B,B,B,C,C,A,1
33529612XPvAibaEXe+QkoGRj4DtvZlyRg2uGFzc,A,A,A,B,B,A,A,A,B,1
33589339XPvAibaEXe/EaMzFFtVZpA+yXzZn1Gwh,A,B,B,B,B,B,B,B,A,1
336DF064XPvAibaEXe/QLz2rC0qlTM+FkKcsJtig,A,A,A,A,A,A,A,A,A,1
3384E06FXPvAibaEXe/t9ok6w7D83RQ1oCyOnM45,A,B,B,A,A,A,A,B,C,1
3385034BXPvAibaEXe8cyAoRoKB5PajVjFc6Jomy,C,B,C,C,F,B,F,B,F,1
3392F3C3XPvAibaEXe9ggqkCdMDyeMmQDY/Nqerm,C,C,C,B,B,C,B,C,B,1
339DEE40XPvAibaEXe+NlBH3sQF3EzN8IzwqW8tE,A,B,A,A,A,B,A,C,B,1
33A6C6ADXPvAibaEXe/c+AA7R58MU0ba0pxogVwu,B,B,B,B,B,A,C,A,A,1
33BC7548XPvAibaEXe+FH4ihHxkt6Zr5Wp0flePZ,A,A,A,A,A,A,A,A,A,1
33CAB33DXPvAibaEXe/7VNok06ub0OLC1+cPB/1J,F,B,C,C,C,B,C,C,A,1
33D94003XPvAibaEXe8k9aD0YXzUPnTdz6N2af6Z,B,C,C,C,B,C,B,B,A,1
33DFEE4BXPvAibaEXe/57ZZLpsI5pfp9/qMaAh3B,A,A,C,B,C,C,C,F,C,1
33E9E976XPvAibaEXe8k/oM/oyG01nMAXS6n7jBi,A,A,A,A,A,C,A,B,A,1
33F9FB5DXPvAibaEXe+23cTkF8qTD1my+STH3XIx,B,B,C,C,B,A,B,B,A,1
34285999XPvAibaEXe/We/j/OFWka+3HDhz+4gbO,B,B,B,C,A,C,A,A,B,1
34397348XPvAibaEXe/z9L7tMg5te4GQ524YhfUO,B,B,A,A,A,B,A,A,A,1
3439D750XPvAibaEXe8KuJNEATWS8/xq/4VFqj5V,B,A,B,B,B,C,B,C,C,1
344E6949XPvAibaEXe9GD12MYYUX8pm8MCB4caHc,B,B,C,C,C,B,A,F,A,0
345C533DXPvAibaEXe8bO62utXl2Ff1jj97G6DBQ,A,A,B,A,A,A,A,B,A,1
3464C694XPvAibaEXe++P1Ki321T8aj89R6oz/6m,A,B,B,A,B,A,A,A,A,1
347DC247XPvAibaEXe/f/Q1bKxMyhNjJHpNgk33J,C,B,A,B,A,C,B,C,A,1
34833626XPvAibaEXe8CWH5HVeMbzlKgs0PM02eL,B,A,A,A,A,A,A,C,A,1
34B8147CXPvAibaEXe+MR0BPJNCxydcz0lc5107i,A,A,A,A,A,A,A,A,A,1
34BA3DE1XPvAibaEXe/kKctW1IjPXpnv1UTYDBz5,B,B,B,B,B,A,B,B,A,1
34BDB793XPvAibaEXe/NvjoxH/C+ecTnnzc+vPjz,A,A,A,A,A,A,A,A,A,1
34C7A6DCXPvAibaEXe8Bbq6QxrVnpT/3Rg3k97oO,A,A,B,B,B,A,A,A,A,1
350B51C6XPvAibaEXe+jcCvdJZklGUp8jc/umUzF,A,A,A,A,B,B,A,A,B,1
3520BBFAXPvAibaEXe8R2Rbk2WiF3P0YyPbsfNUk,B,B,A,B,A,B,A,B,A,1
3526D59AXPvAibaEXe9GqQkS1wvjIRxFTurXY4N0,C,C,B,C,A,B,B,A,B,1
35380AD9XPvAibaEXe/Yd5khqDzvKNU3oDA6TGK4,A,A,A,B,A,B,A,A,A,1
353AF464XPvAibaEXe+e2tIVVtPhOateIwjT79Uy,A,A,A,A,A,B,B,A,B,1
354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I,A,C,B,B,B,A,C,A,B,1
354681C1XPvAibaEXe/A0C8NKWg+cJVKjuqX8g7B,A,A,A,A,A,B,A,A,B,1
35469D41XPvAibaEXe+Tyn6K74w+TrlA5OP6Lcgo,B,A,A,A,A,A,A,B,A,1
354B14EDXPvAibaEXe8mAGU8TlDzsjnBOMPtjQet,A,A,A,A,A,A,A,B,A,1
355E9171XPvAibaEXe/iGey/Hml5upK2tVIqsOuI,A,B,A,A,A,A,A,A,B,1
3560BAA9XPvAibaEXe+XOEV1VJ5O28X8ivox4Ird,C,B,C,C,C,C,A,B,C,1
35625D29XPvAibaEXe/GEP39G15BdYR2wRvPRcrC,A,A,C,B,C,C,C,C,C,1
356671CFXPvAibaEXe9Y6XKwco8jydE+Qs28iZwD,B,B,B,B,B,A,B,A,C,1
3566C732XPvAibaEXe9/3rpdfvRgggJdwPLlbGZB,A,A,A,A,A,A,A,A,A,1
3577D0A6XPvAibaEXe8cSwcDAK/pUHjiAbCwBK7P,B,A,A,B,A,B,A,A,C,1
35808879XPvAibaEXe/Md8T4y692B+Qwy9eFxbUy,B,A,B,B,A,B,A,B,A,1
35865CD6XPvAibaEXe/EbCJQv4uheDwpQamyLarT,B,A,A,C,C,A,A,B,A,1
35895D86XPvAibaEXe+BSAh8mzSNVdKcqnWodDWG,B,B,A,B,A,C,B,A,A,1
359713C1XPvAibaEXe9B2tolTZ0JLogJmTYzPqSh,A,A,A,A,A,A,A,A,A,1
35C8FA21XPvAibaEXe/V92w6Vxv2r0/0qXvgwQw1,A,A,B,C,C,B,A,B,A,1
35CFC31BXPvAibaEXe+iIJOpfrvDw19cYffrUhx5,B,A,B,B,B,B,B,A,B,1
35D23870XPvAibaEXe+AJ6BPwFaIIyO3TSap/QtI,A,A,A,A,A,A,A,A,A,1
35DA5D56XPvAibaEXe+KaiYHkmXYCVvzoPq76fHf,A,A,A,B,A,A,A,A,A,1
35E827FFXPvAibaEXe8Pno0mP3gNIkepSKFzPRJ1,C,C,C,C,C,B,B,B,B,1
35F36459XPvAibaEXe+9v37KcInSIdkg41B1/T0G,C,F,B,B,B,B,A,B,A,1
