id,mssv,listening,reading,total,mamh,ghichu
5110,CCA176B2XPvAibaEXe8gSpVbHkiPIz/5Cbr31PWR,26.0,29.0,55.0,ENG01,
5111,49A43B82XPvAibaEXe/bnXzU5L5zl/Qmu26MdvZW,33.0,40.0,73.0,ENG02,
5112,739DED18XPvAibaEXe/xyL+qSMmpuggDpxbYn6w2,30.0,47.0,77.0,ENG03,
5113,208D9738XPvAibaEXe8VTfh7IMCjr20En8MXrm0f,20.0,28.0,48.0,AVSC2,
5114,82CA636BXPvAibaEXe9yFa4Od3meJ7ZJG3rSGdLS,24.0,39.0,63.0,ENG01,
5115,574EA280XPvAibaEXe8EJVSfQ2zj450glsSR/jJz,31.0,40.0,71.0,ENG02,
5116,23EA57DDXPvAibaEXe/+o3BBeRzaONu+wGW+MSsa,45.0,56.0,101.0,ENG05,
5117,995A1CACXPvAibaEXe8lD1q2qL+IhaQW/z4nThth,41.0,55.0,96.0,ENG05,
5118,E71AC9B0XPvAibaEXe+kxAnFBxXHpYZd3Ov7jcdl,29.0,49.0,78.0,ENG03,
5119,1EF72539XPvAibaEXe9eE5TKqV8tMS+cdjKoijrI,28.0,43.0,71.0,ENG02,
5120,3CA2ACDEXPvAibaEXe8viFE72aSvBiiv5hdYfI5G,23.0,34.0,57.0,ENG01,
5121,98EC3030XPvAibaEXe+6wkETMZCyIUreI9nOup0G,26.0,33.0,59.0,ENG01,
5122,4F4E62F3XPvAibaEXe9QtbUU7TEFhG0xo3vgu2Z7,21.0,37.0,58.0,ENG01,
5123,8CC1ADF0XPvAibaEXe9ev1y8S3u0zD7SAmaVJJov,37.0,44.0,81.0,ENG03,
5124,AA9665A4XPvAibaEXe+5v7/2krOwGHuSX8SD3i5V,38.0,38.0,76.0,ENG03,
5125,F333B5F4XPvAibaEXe9yFa4Od3meJ9e3oKE/lA/T,34.0,58.0,92.0,ENG05,
5126,2A9139B9XPvAibaEXe+BSAh8mzSNVXN1gcYh5WWm,29.0,23.0,52.0,AVSC2,
5127,2E32EBBEXPvAibaEXe+u9g2yz+iQ+BphrCy0Ntjp,25.0,29.0,54.0,AVSC2,
5128,EAC61CC6XPvAibaEXe/X620QmxGwzbZzQLtCQi7f,37.0,42.0,79.0,ENG03,
5129,9D4B7768XPvAibaEXe8Z1ibtCzbf7vUExruu3I4c,22.0,28.0,50.0,AVSC2,
5130,45712AA0XPvAibaEXe/aBnKnu1smn/1bfy6LmWp1,40.0,61.0,101.0,ENG05,
5131,709F33A5XPvAibaEXe+RHL8JvXl21BCzdhIjrzT1,12.0,35.0,47.0,AVSC2,
5132,534B0C0FXPvAibaEXe+patkqhDdd1cjRMSI5kgcg,28.0,33.0,61.0,ENG01,
5133,DD31F1B7XPvAibaEXe+okMSMP+f8CsN/F4zbnHRn,25.0,39.0,64.0,ENG01,
5134,879FF7E3XPvAibaEXe+okMSMP+f8CsN2ZsNg3sav,27.0,38.0,65.0,ENG02,
5135,52F5CF7DXPvAibaEXe/4brcB/U30UpbnPHfynU3n,38.0,58.0,96.0,ENG05,
5136,65AA7318XPvAibaEXe+y9Z7iOH0a5A7wsQRDI/rO,26.0,30.0,56.0,ENG01,
5137,7FCE4511XPvAibaEXe+Mha34tPf5f6vV8cdH2I2f,11.0,21.0,32.0,AVSC1,
5138,35469D41XPvAibaEXe+Tyn6K74w+TrlA5OP6Lcgo,13.0,21.0,34.0,AVSC1,
5139,F1CA1D4CXPvAibaEXe+7lZeRkZH8Ff1G2+9kl3h9,40.0,60.0,100.0,ENG05,
5140,04C81950XPvAibaEXe/ly4CLNSveRDKW02PJnm/0,41.0,35.0,76.0,ENG03,
5141,91403EB1XPvAibaEXe/MiYlGBnfqwzbMzDrg4bM9,15.0,41.0,56.0,ENG01,
5142,78C54EAEXPvAibaEXe/wtdrPHYnwmS5oN2Zd/qz9,36.0,41.0,77.0,ENG03,
5143,231EFB4DXPvAibaEXe9xvlXe8wTY6CRe0oRIOFW1,33.0,39.0,72.0,ENG02,
5144,69564F4DXPvAibaEXe+5IWWYgAKfUh5N1JWGwJkp,19.0,30.0,49.0,AVSC2,
5145,A1EC8E25XPvAibaEXe+h1r+uCFoIjzFL5t8o5ri2,29.0,32.0,61.0,ENG01,
5146,D27C3528XPvAibaEXe+ZE1D25ZBslr05B3SW/Br1,32.0,35.0,67.0,ENG02,
5147,D03A2CBAXPvAibaEXe9RaPDysYOKrOLKZ/IocdyQ,17.0,29.0,46.0,AVSC2,
5148,DAEACD8FXPvAibaEXe9w/PzEODhJkVnNAhkFoJQe,29.0,38.0,67.0,ENG02,
5149,84C5087FXPvAibaEXe9yFa4Od3meJ6iD44YNu4m9,22.0,28.0,50.0,AVSC2,
5150,B476D45FXPvAibaEXe+kxAnFBxXHpaRueOUMpRPw,28.0,48.0,76.0,ENG03,
5151,DF559A5CXPvAibaEXe9qGGZHCdW9Pda0iPibl1HL,22.0,32.0,54.0,AVSC2,
5152,944AF17EXPvAibaEXe+7lZeRkZH8FWcTxoxWWj5c,22.0,30.0,52.0,AVSC2,
5153,B2C42BC9XPvAibaEXe+u9g2yz+iQ+PDTHrN4Hnoa,16.0,20.0,36.0,AVSC1,
5154,53C4B7BFXPvAibaEXe9qGGZHCdW9PfAO25PLKKTS,21.0,31.0,52.0,AVSC2,
5155,4FD6B289XPvAibaEXe91vJAQAEGFNFQieE5lWbZN,35.0,48.0,83.0,ENG04,
5156,C0FCC163XPvAibaEXe9w/PzEODhJkY5K3PqBy2XX,30.0,38.0,68.0,ENG02,
5157,E5E5CE9BXPvAibaEXe+patkqhDdd1dQDHgkGfpC2,35.0,46.0,81.0,ENG03,
5158,42A44814XPvAibaEXe9qGGZHCdW9PSfuZ2lGVN2g,13.0,36.0,49.0,AVSC2,
5159,A036AC36XPvAibaEXe9QtbUU7TEFhGnir6kHpqOV,39.0,57.0,96.0,ENG05,
5160,90272386XPvAibaEXe9xvlXe8wTY6MIzIRLm5wJ3,10.0,27.0,37.0,AVSC1,
5161,6366BF4CXPvAibaEXe/0Yd2X34glFKfPhF8qquAA,45.0,64.0,109.0,ENG05,
5162,2DC9578EXPvAibaEXe8k/oM/oyG01pyA/XdawjNn,25.0,29.0,54.0,AVSC2,
5163,D846F960XPvAibaEXe8srAaK3cpz/89H63syBtGy,17.0,23.0,40.0,AVSC1,
5164,96B2C4E5XPvAibaEXe82NO/soieFB2A1nHdE/Byw,44.0,39.0,83.0,ENG04,
5165,E408B2ACXPvAibaEXe8k/oM/oyG01vOLGWg17DuX,35.0,44.0,79.0,ENG03,
5166,AA3A5533XPvAibaEXe/8fhf6rXR0n7heUQRreW/U,28.0,29.0,57.0,ENG01,
5167,CDD91574XPvAibaEXe/5JaXZuY2MgM/uf1ew8+5q,34.0,35.0,69.0,ENG02,
5168,2E10FDCEXPvAibaEXe+heDAQ/Ar4Cv3oPJBmzKHD,30.0,42.0,72.0,ENG02,
5169,F3E2AA90XPvAibaEXe+g3Xy9tRX9ouGgHAkmKYTO,26.0,46.0,72.0,ENG02,
5170,CEE22A0CXPvAibaEXe+u9g2yz+iQ+CvD6Fdl2K68,25.0,40.0,65.0,ENG02,
5171,98F3F5A0XPvAibaEXe9xvlXe8wTY6Jwz3fZ4LIBf,25.0,29.0,54.0,AVSC2,
5172,199EAE21XPvAibaEXe9OEzZOWq/0AQYbUjKJ0HdN,17.0,21.0,38.0,AVSC1,
5173,6C8E09D8XPvAibaEXe85Y9zb3iTT6mZGyvl6CI/D,23.0,34.0,57.0,ENG01,
5174,FB830B6EXPvAibaEXe9RaPDysYOKrLWbOkfJkhUd,13.0,18.0,31.0,AVSC1,
5175,313D7351XPvAibaEXe9oautwyg1fuOtEOttYq6aZ,18.0,25.0,43.0,AVSC1,
5176,CF1BC731XPvAibaEXe8VTfh7IMCjr1vSYRggAvz4,29.0,44.0,73.0,ENG02,
5177,FAC52D80XPvAibaEXe+Mha34tPf5f3/JHzWJI2M+,21.0,25.0,46.0,AVSC2,
5178,A67AA4DCXPvAibaEXe8IDaGhyBHh05pNsSJ6ac6y,23.0,20.0,43.0,AVSC1,
5179,C58A65C3XPvAibaEXe9qGGZHCdW9PcyyDYKdALj6,27.0,23.0,50.0,AVSC2,
5180,FBDDC562XPvAibaEXe8lD1q2qL+IhVyhUKbz+K2u,29.0,49.0,78.0,ENG03,
5181,8AB37CC9XPvAibaEXe+a2rx5n1rBdpEJ+jrEzMLU,22.0,23.0,45.0,AVSC1,
5182,F32AD73EXPvAibaEXe/X620QmxGwzYkBF2IBBF9/,20.0,26.0,46.0,AVSC2,
5183,1C859582XPvAibaEXe+6333OdPqlxr21eclWnOmi,34.0,49.0,83.0,ENG04,
5184,91B0797EXPvAibaEXe/Md8T4y692B2qlt8pRB1XX,30.0,42.0,72.0,ENG02,
5185,BA420785XPvAibaEXe/Wt8E7RL2wg6iGc0ihHyU8,16.0,30.0,46.0,AVSC2,
5186,33E9E976XPvAibaEXe8k/oM/oyG01nMAXS6n7jBi,26.0,28.0,54.0,AVSC2,
5187,054AFCA2XPvAibaEXe8iDpfibljbVA5Sfr30nHDC,24.0,50.0,74.0,ENG03,
5188,21FD932BXPvAibaEXe8Z1ibtCzbf7r/sLIk94y8f,31.0,45.0,76.0,ENG03,
5189,39A7FB48XPvAibaEXe8Z1ibtCzbf7pot9rO/swVO,15.0,30.0,45.0,AVSC1,
5190,6B274259XPvAibaEXe+ZE1D25ZBslrjgNIZ/oRUA,32.0,37.0,69.0,ENG02,
5191,630B4429XPvAibaEXe89Arovz2Asdj7PKlkMCJ7G,30.0,38.0,68.0,ENG02,
5192,246F0FEDXPvAibaEXe9xvlXe8wTY6BZGSUDm6fwv,25.0,44.0,69.0,ENG02,
5193,FEDAF906XPvAibaEXe+okMSMP+f8CrkZPEkebWjC,18.0,23.0,41.0,AVSC1,
5194,3170E835XPvAibaEXe+y9Z7iOH0a5Gfv1t/tllXj,41.0,51.0,92.0,ENG05,
5195,4E87AA1CXPvAibaEXe/wtdrPHYnwmeYUhteR+r0u,40.0,52.0,92.0,ENG05,
5196,1EE0743AXPvAibaEXe+patkqhDdd1aCM7BDDNVdZ,29.0,34.0,63.0,ENG01,
5197,D622462FXPvAibaEXe9qGGZHCdW9PfY7cv/JVXM3,14.0,30.0,44.0,AVSC1,
5198,C1D9D4ADXPvAibaEXe+heDAQ/Ar4CqWg1Hg3vUvz,34.0,43.0,77.0,ENG03,
5199,9D3B4774XPvAibaEXe+patkqhDdd1ZiVuS7o5Wm0,23.0,45.0,68.0,ENG02,
5200,9667CE75XPvAibaEXe+RHL8JvXl21JmifEp2HBaE,23.0,31.0,54.0,AVSC2,
5201,911C714CXPvAibaEXe/M+FHhoETtlVosCRKSc/B2,41.0,53.0,94.0,ENG05,
5202,C86FB538XPvAibaEXe9eE5TKqV8tMYZy9sxFUJBC,35.0,41.0,76.0,ENG03,
5203,25972880XPvAibaEXe+Z+hvzqknjkmtOWijCFPne,30.0,43.0,73.0,ENG02,
5204,9BD98E2BXPvAibaEXe/Wt8E7RL2wg5KbTmE/K01b,28.0,34.0,62.0,ENG01,
5205,7835A78BXPvAibaEXe+h1r+uCFoIjy5o6OhR4wFN,35.0,54.0,89.0,ENG04,
5206,862B285BXPvAibaEXe8srAaK3cpz/4glrU/ko4OO,38.0,54.0,92.0,ENG05,
5207,00D77BF9XPvAibaEXe9DbnTSd1n0lpNsn3oiK7Z0,36.0,30.0,66.0,ENG02,
5208,00BA75D9XPvAibaEXe86Rqk7wH1x9L5qZti6M7iN,31.0,41.0,72.0,ENG02,
5209,DEADC9CAXPvAibaEXe9ev1y8S3u0zNLjQ7S/Q82P,24.0,34.0,58.0,ENG01,
5210,6C2C8CBDXPvAibaEXe+BSAh8mzSNVUyroN9rWpSP,20.0,22.0,42.0,AVSC1,
5211,5EBEA203XPvAibaEXe+patkqhDdd1fVZwweL8Py4,25.0,36.0,61.0,ENG01,
5212,5A4AD683XPvAibaEXe9oautwyg1fuHAbjAXCvhKD,17.0,28.0,45.0,AVSC1,
5213,8D460AC8XPvAibaEXe8iDpfibljbVA9A2prE8EJk,31.0,40.0,71.0,ENG02,
5214,9DBC26F9XPvAibaEXe9yFa4Od3meJ/G83TK37kxk,41.0,43.0,84.0,ENG04,
5215,FA8429C8XPvAibaEXe8srAaK3cpz/1yKcUx5DB1W,34.0,39.0,73.0,ENG02,
5216,F6974708XPvAibaEXe8VTfh7IMCjr3ZPoOZRTLGu,34.0,43.0,77.0,ENG03,
5217,E6B81FACXPvAibaEXe91vJAQAEGFNMQKh0zSW15b,31.0,31.0,62.0,ENG01,
5218,A1CFF56BXPvAibaEXe/n+I5VgvrL44jHahAXzJ5I,43.0,66.0,109.0,ENG05,
5219,B6E8EFD1XPvAibaEXe+Mha34tPf5f+xN71GJnkr2,27.0,37.0,64.0,ENG01,
5220,98198F03XPvAibaEXe9bxIU3EBW/Lpm0cZCmPu0O,21.0,32.0,53.0,AVSC2,
5221,BC65D611XPvAibaEXe8iDpfibljbVLvppVW84qAa,43.0,59.0,102.0,ENG05,
5222,1114F74EXPvAibaEXe+6333OdPqlxq+FqgSGqzrM,23.0,25.0,48.0,AVSC2,
5223,7CA28A54XPvAibaEXe+Mha34tPf5f+qKujLZFrqM,42.0,64.0,106.0,ENG05,
5224,3CE26715XPvAibaEXe/n+I5VgvrL46FyQZF8CDJ+,42.0,62.0,104.0,ENG05,
5225,CF116B2FXPvAibaEXe8EJVSfQ2zj49CjffwUdjPW,41.0,46.0,87.0,ENG04,
5226,1CAEEE98XPvAibaEXe/MiYlGBnfqw1lHx7gzjAGX,20.0,16.0,36.0,AVSC1,
5227,8C6BB2B3XPvAibaEXe99cj54RqRPPxnExYwU4HtY,30.0,26.0,56.0,ENG01,
5228,030EC5D4XPvAibaEXe+6333OdPqlxr0zrQoKeC6U,30.0,49.0,79.0,ENG03,
5229,BFDEFCA5XPvAibaEXe+g3Xy9tRX9ol+koCtGrZxr,18.0,24.0,42.0,AVSC1,
5230,9C60973EXPvAibaEXe+u9g2yz+iQ+MoADtKvq4LM,17.0,23.0,40.0,AVSC1,
5231,93890561XPvAibaEXe+kxAnFBxXHpdKK7wiReIMR,21.0,31.0,52.0,AVSC2,
5232,17A00C9AXPvAibaEXe+zZoiw8Jl74D0cBG5D6XnX,39.0,37.0,76.0,ENG03,
5233,07401B1CXPvAibaEXe+g4Lk2o86SJ077zo0VZ566,33.0,46.0,79.0,ENG03,
5234,8CAC663CXPvAibaEXe/5JaXZuY2MgNxgDer9bgzi,29.0,28.0,57.0,ENG01,
5235,0A292988XPvAibaEXe/5JaXZuY2MgMLfLQn4Ny7B,19.0,34.0,53.0,AVSC2,
5236,929E3218XPvAibaEXe9eE5TKqV8tMZU7R+kx5glY,26.0,19.0,45.0,AVSC1,
5237,C82E06AEXPvAibaEXe8PuXjFLA9nLD01Bv27kcFx,24.0,33.0,57.0,ENG01,
5238,238DD23FXPvAibaEXe8PuXjFLA9nLLHC/GKZcIV7,35.0,54.0,89.0,ENG04,
5239,1BAEA1F9XPvAibaEXe8PuXjFLA9nLBSyKh4gcybp,18.0,23.0,41.0,AVSC1,
5240,2F1A3A14XPvAibaEXe8P2qR1W0njZcUeCNRNUxxP,36.0,49.0,85.0,ENG04,
5241,FCBBDE6FXPvAibaEXe8lD1q2qL+IhW4/ax656lZl,24.0,31.0,55.0,ENG01,
5242,5FE99F32XPvAibaEXe8lD1q2qL+IhZ8q7LXOxnr4,30.0,35.0,65.0,ENG02,
5243,7F49862DXPvAibaEXe8PuXjFLA9nLGl5CAPc30sh,39.0,62.0,101.0,ENG05,
5244,60FC244FXPvAibaEXe+RHL8JvXl21KQmMVKTVEdI,18.0,23.0,41.0,AVSC1,
5245,2F4EA7A3XPvAibaEXe/4brcB/U30UtHCSixx1+p1,22.0,21.0,43.0,AVSC1,
5246,D8021A05XPvAibaEXe+g4Lk2o86SJ/sccR45YPf5,34.0,49.0,83.0,ENG04,
5247,67FF26D5XPvAibaEXe9yFa4Od3meJ2CVR60p0A/F,13.0,32.0,45.0,AVSC1,
5248,B4FF1E7DXPvAibaEXe8lD1q2qL+IhZY8vZlwgeUb,22.0,19.0,41.0,AVSC1,
5249,688A8B3BXPvAibaEXe+Mha34tPf5f07ZyJj081hS,21.0,36.0,57.0,ENG01,
5250,7A87899EXPvAibaEXe9oautwyg1fuFFjAGiNgYvQ,22.0,32.0,54.0,AVSC2,
5251,3AD1B519XPvAibaEXe+y9Z7iOH0a5AxJ25DfllH8,23.0,23.0,46.0,AVSC2,
5252,C370B255XPvAibaEXe+g4Lk2o86SJx91J3RdgrAZ,41.0,56.0,97.0,ENG05,
5253,F1BD4D94XPvAibaEXe91vJAQAEGFNAyVScc9ctWQ,29.0,38.0,67.0,ENG02,
5254,7DCCA52CXPvAibaEXe99cj54RqRPP73Wwoz2OYiy,21.0,15.0,36.0,AVSC1,
5255,152D0E20XPvAibaEXe99cj54RqRPPyYJWfDsxlm5,31.0,45.0,76.0,ENG03,
5256,F53F2D29XPvAibaEXe8viFE72aSvBqn7002EsmWZ,37.0,36.0,73.0,ENG02,
5257,480A2AB6XPvAibaEXe/afi6KuJjf+jNglQqIDh10,17.0,27.0,44.0,AVSC1,
5258,6B8E87C0XPvAibaEXe/afi6KuJjf+npxFFsgbOLV,43.0,60.0,103.0,ENG05,
5259,97962A9DXPvAibaEXe9xvlXe8wTY6LuNpzfFt2L1,12.0,27.0,39.0,AVSC1,
5260,82249036XPvAibaEXe/NvjoxH/C+eW7NQwl0gcfN,12.0,26.0,38.0,AVSC1,
5261,FC079136XPvAibaEXe+a2rx5n1rBdiKWOaHRenYV,45.0,66.0,111.0,ENG05,
5262,01042283XPvAibaEXe/0Yd2X34glFPpzNb6Vd3mE,34.0,42.0,76.0,ENG03,
5263,643EBCB3XPvAibaEXe8EJVSfQ2zj45cqVDOC78i+,24.0,44.0,68.0,ENG02,
5264,9B43B280XPvAibaEXe/0Yd2X34glFL1g/zLXwvy3,33.0,37.0,70.0,ENG02,
5265,9BE68FFAXPvAibaEXe9OEzZOWq/0AUu5ItBCG4Qi,44.0,65.0,109.0,ENG05,
5266,A7F41E1DXPvAibaEXe+z0yIauUgqSODp9du1mzF4,17.0,28.0,45.0,AVSC1,
5267,7D4076ACXPvAibaEXe8VTfh7IMCjrynZuhAfB6QW,21.0,39.0,60.0,ENG01,
5268,9F0D5C43XPvAibaEXe+z0yIauUgqSF6FkmQFJrU3,21.0,28.0,49.0,AVSC2,
5269,B1B36CBFXPvAibaEXe+u9g2yz+iQ+Pnx5izfR5/E,19.0,30.0,49.0,AVSC2,
5270,F689431FXPvAibaEXe8VTfh7IMCjrz/O3ufChtcu,24.0,33.0,57.0,ENG01,
5271,9C7F21D3XPvAibaEXe91vJAQAEGFNH2RhJvQQBnK,31.0,36.0,67.0,ENG02,
5272,C56BD7A5XPvAibaEXe8EJVSfQ2zj4/K3PJpu+m68,27.0,50.0,77.0,ENG03,
5273,9007320AXPvAibaEXe8x9oGqJppz33SnlsPJyIT7,43.0,56.0,99.0,ENG05,
5274,1A865D5EXPvAibaEXe8Z1ibtCzbf7uNmfN7vkDCG,15.0,26.0,41.0,AVSC1,
5275,633086FEXPvAibaEXe8g5zf2LUpe/FKS6x08Wa4C,19.0,35.0,54.0,AVSC2,
5276,5974517AXPvAibaEXe/wtdrPHYnwmQBHDx2gTEdb,39.0,46.0,85.0,ENG04,
5277,E8C581B2XPvAibaEXe9ev1y8S3u0zJdns/316yrm,22.0,32.0,54.0,AVSC2,
5278,2EC4AD5AXPvAibaEXe9407zH39wVQ2o0KkOLbeCr,47.0,61.0,108.0,ENG05,
5279,2C1D63B5XPvAibaEXe+h1r+uCFoIjzfdFEEHaeGO,23.0,51.0,74.0,ENG03,
5280,6C3B6822XPvAibaEXe+6RO6XPmI8NDFctQgrU2y3,45.0,65.0,110.0,ENG05,
5281,4113E2A6XPvAibaEXe8iDpfibljbVJp4uTYterUy,13.0,29.0,42.0,AVSC1,
5282,BAE9F423XPvAibaEXe9RaPDysYOKrJhxYOxFPSrq,35.0,42.0,77.0,ENG03,
5283,18EB4EABXPvAibaEXe/n+I5VgvrL41XcBM3Wtzhg,28.0,35.0,63.0,ENG01,
5284,E350F411XPvAibaEXe/afi6KuJjf+i7Z7PHoi2lX,18.0,28.0,46.0,AVSC2,
5285,B1522DC4XPvAibaEXe8pBAtgtLnX/WuS1cY4Xz0j,34.0,50.0,84.0,ENG04,
5286,F69DDEE6XPvAibaEXe8IDaGhyBHh09Rdk4JXD4kZ,38.0,49.0,87.0,ENG04,
5287,3137879DXPvAibaEXe9w/PzEODhJkW9lJYKddqs6,45.0,60.0,105.0,ENG05,
5288,A2A42B7BXPvAibaEXe8VTfh7IMCjr4zXSOuvcM9y,38.0,30.0,68.0,ENG02,
5289,3D99ADD8XPvAibaEXe+a2rx5n1rBdvfuoAhILSQf,44.0,55.0,99.0,ENG05,
5290,6FB03953XPvAibaEXe/n+I5VgvrL47iqKI/Zottj,40.0,32.0,72.0,ENG02,
5291,682C8D8EXPvAibaEXe+okMSMP+f8CkfRM4in3JpG,23.0,37.0,60.0,ENG01,
5292,25AD6220XPvAibaEXe9bxIU3EBW/LtQUaDJs+fd+,21.0,33.0,54.0,AVSC2,
5293,8EFE1A69XPvAibaEXe8VTfh7IMCjrxsnc8mtq+B5,23.0,32.0,55.0,ENG01,
5294,B32865D0XPvAibaEXe8pBAtgtLnX/WCJJRJFbIwU,18.0,32.0,50.0,AVSC2,
5295,3DC43738XPvAibaEXe+y9Z7iOH0a5I8E94o5j+59,25.0,28.0,53.0,AVSC2,
5296,764B65B6XPvAibaEXe8k/oM/oyG01lAO1F4l+JUE,28.0,32.0,60.0,ENG01,
5297,E022CF79XPvAibaEXe/afi6KuJjf+nERECu5gv2M,38.0,55.0,93.0,ENG05,
5298,47805DBAXPvAibaEXe/NvjoxH/C+efPLFcetxexN,21.0,36.0,57.0,ENG01,
5299,5F7CE48DXPvAibaEXe8k/oM/oyG01q3CpNcnKk6r,32.0,37.0,69.0,ENG02,
5300,9206A82CXPvAibaEXe/M+FHhoETtlU6ldDS7Fcp7,16.0,28.0,44.0,AVSC1,
5301,C834A999XPvAibaEXe+y9Z7iOH0a5HbYx4zuBPtT,32.0,37.0,69.0,ENG02,
5302,B856B496XPvAibaEXe+RHL8JvXl21CMvhcRH8mHs,29.0,32.0,61.0,ENG01,
5303,ABF2E580XPvAibaEXe+5v7/2krOwGInwcDIRjb3d,19.0,36.0,55.0,ENG01,
5304,D1051592XPvAibaEXe8lD1q2qL+Ihbp5vPPCwDWW,20.0,28.0,48.0,AVSC2,
5305,350B51C6XPvAibaEXe+jcCvdJZklGUp8jc/umUzF,28.0,31.0,59.0,ENG01,
5306,1A16DB8DXPvAibaEXe+g4Lk2o86SJ/Fb3stf6IxR,21.0,43.0,64.0,ENG01,
5307,1EF74B12XPvAibaEXe+5v7/2krOwGP+uHndR3UpY,27.0,30.0,57.0,ENG01,
5308,C7F7B6FEXPvAibaEXe85Y9zb3iTT6hbwTw3EeyHZ,41.0,53.0,94.0,ENG05,
5309,F43E39C4XPvAibaEXe+h1r+uCFoIj9sezmSWEcm7,38.0,50.0,88.0,ENG04,
5310,5C8AA2DCXPvAibaEXe8srAaK3cpz/96yZtnAxmLV,34.0,34.0,68.0,ENG02,
5311,AB27E504XPvAibaEXe/NvjoxH/C+eRwbCg54QhWw,23.0,33.0,56.0,ENG01,
5312,4694FC73XPvAibaEXe+h1r+uCFoIj3fkUuP38Wux,37.0,53.0,90.0,ENG04,
5313,8E77F8CFXPvAibaEXe/MiYlGBnfqwxtdT9EPG6tI,33.0,37.0,70.0,ENG02,
5314,7FE76839XPvAibaEXe9bxIU3EBW/LphtLELvxpSd,23.0,23.0,46.0,AVSC2,
5315,261932E4XPvAibaEXe/wtdrPHYnwmfh0UZ/QxVY5,16.0,29.0,45.0,AVSC1,
5316,DC251367XPvAibaEXe8viFE72aSvBpVJhb9QYuS2,23.0,18.0,41.0,AVSC1,
5317,3F4243E2XPvAibaEXe9407zH39wVQ0G+3HF9ZWHK,32.0,43.0,75.0,ENG03,
5318,B11E0AC9XPvAibaEXe/MiYlGBnfqw8A0Cui+BvD9,18.0,25.0,43.0,AVSC1,
5319,BC98AFC6XPvAibaEXe/NvjoxH/C+eRRxSeUhwEL8,27.0,44.0,71.0,ENG02,
5320,4AF0DAEEXPvAibaEXe+a2rx5n1rBdvHNHlo7RcKx,33.0,30.0,63.0,ENG01,
5321,C3543184XPvAibaEXe9oautwyg1fuPmlN7ufaWlS,10.0,18.0,28.0,AVSC1,
5322,06EAC365XPvAibaEXe/4brcB/U30UuVMaZ98a2m1,43.0,41.0,84.0,ENG04,
5323,6D17190EXPvAibaEXe9yFa4Od3meJ7bbCXziY+e9,12.0,20.0,32.0,AVSC1,
5324,ABD960DFXPvAibaEXe/wtdrPHYnwmSHR+dct4Em2,14.0,26.0,40.0,AVSC1,
5325,F8A7D336XPvAibaEXe9OEzZOWq/0ASUygXOa0bUc,28.0,37.0,65.0,ENG02,
5326,575EA59DXPvAibaEXe+heDAQ/Ar4Csw9npH5xYMl,32.0,39.0,71.0,ENG02,
5327,C8CA95F4XPvAibaEXe8KQ+dBN9lrefdvgmUVw1Sn,19.0,32.0,51.0,AVSC2,
5328,8D5691EDXPvAibaEXe9ev1y8S3u0zNjxPkreuIT2,26.0,34.0,60.0,ENG01,
5329,95EB9B7BXPvAibaEXe8xAy6my/6oJeHNtyA9Iyce,30.0,41.0,71.0,ENG02,
5330,FB3CC431XPvAibaEXe+g3Xy9tRX9oj5SgsPKeRwK,28.0,36.0,64.0,ENG01,
5331,A020D360XPvAibaEXe/M+FHhoETtlS+5xBDastyh,25.0,35.0,60.0,ENG01,
5332,EF5D85A3XPvAibaEXe8p9EUNm1rzjtStZuC0k8S+,24.0,55.0,79.0,ENG03,
5333,2E22AF74XPvAibaEXe+ZE1D25ZBslqzeMlpTJS8O,33.0,40.0,73.0,ENG02,
5334,5AD27A52XPvAibaEXe+g3Xy9tRX9ovr+7Br5UFtd,47.0,61.0,108.0,ENG05,
5335,567B3840XPvAibaEXe+BSAh8mzSNVSYpLpjC2gNC,27.0,34.0,61.0,ENG01,
5336,87B59D7EXPvAibaEXe8viFE72aSvBvynnDI9B4Dh,16.0,17.0,33.0,AVSC1,
5337,53903E60XPvAibaEXe+Tyn6K74w+TmPj/ntJJCnE,24.0,32.0,56.0,ENG01,
5338,3E253A6DXPvAibaEXe8KQ+dBN9lrea7cXsVXphKa,14.0,30.0,44.0,AVSC1,
5339,D071323DXPvAibaEXe+BSAh8mzSNVXPxuipdRsZn,37.0,35.0,72.0,ENG02,
5340,2E033D0AXPvAibaEXe/aBnKnu1smn5tNxC1rXgdm,15.0,26.0,41.0,AVSC1,
5341,842C6987XPvAibaEXe+7lZeRkZH8Fe8JQtjgfS9W,39.0,58.0,97.0,ENG05,
5342,74D48B59XPvAibaEXe+JbMLet4/UAXp+J+oKZOZe,25.0,30.0,55.0,ENG01,
5343,69E01CD5XPvAibaEXe/We/j/OFWka5BhrrAFWFPB,32.0,52.0,84.0,ENG04,
5344,7FE730CCXPvAibaEXe+RHL8JvXl21FRSORQRcyzl,13.0,23.0,36.0,AVSC1,
5345,BF81B0FFXPvAibaEXe89Arovz2Asdu1Alp3Kr10p,30.0,48.0,78.0,ENG03,
5346,21379F8EXPvAibaEXe8KQ+dBN9lreb6n9ad/WrXM,21.0,28.0,49.0,AVSC2,
5347,57904130XPvAibaEXe8IDaGhyBHh0wYfoTHIEvqQ,26.0,24.0,50.0,AVSC2,
5348,20706E86XPvAibaEXe+6RO6XPmI8NII2SsslzoFU,30.0,54.0,84.0,ENG04,
